Gene,log2FC,Pvalue,Padj
ADH7,-0.12735666666666656,0.05965595371424182,1290.0599990704795
ADHFE1,2.5086399999999998,2.199290243876034e-05,0.47559651523819235
ADI1,0.0848333333333322,0.22692920898067057,4907.344144207001
ADIG,-0.20144000000000073,0.15785068800063584,3413.52112801375
ADIPOQ,-0.21517000000000053,0.16448687818199081,3557.0287406855514
ADIPOR1,-0.1634999999999991,0.010935361522773078,236.4771929299678
ADIPOR2,-0.1046333333333358,0.19612448575974423,4241.192004554469
ADIRF,-0.1538033333333333,0.18066706861684184,3906.925358839205
ADK,-0.18186666666666973,0.0016436675794314068,35.544311405204176
ADM,-0.7352299999999996,8.59877783273175e-05,1.859485706328241
ADM2,-0.10102000000000011,0.3011489071035147,6512.345116113505
ADNP,0.056466666666668885,0.22398581402547837,4843.69322830097
ADNP2,-0.5592233333333336,0.0014205290849449248,30.718941461933998
ADO,-0.32396666666666896,0.013027870196778002,281.7276930053243
ADORA1,-0.46287000000000056,0.0004061140533845166,8.782216404440172
ADORA2A,-0.04711666666666581,0.5854353716102688,12660.039911072063
ADORA2B,-0.4836399999999994,0.005681139898269383,122.85465030007542
ADORA3,-0.17257666666666704,0.339445955906102,7340.518796469456
ADPGK,0.020426666666665483,0.7626542205157071,16492.397518652164
ADPRH,0.36418000000000017,0.03978861592065719,860.4288192842117
ADPRHL1,0.6166566666666666,0.003922973182646179,84.83429507472363
ADPRHL2,-0.4246166666666653,0.0005272489161156646,11.401757811001247
ADPRM,0.02891666666666559,0.7850774000859675,16977.298776859046
ADRA1A,-0.21770333333333358,0.02351086944638106,508.42255177799046
ADRA1B,-0.441163333333332,0.002074270494778321,44.856099449581194
ADRA1D,-0.001106666666665923,0.985778440857395,21317.458783541166
ADRA2A,-0.13877333333333297,0.305426088179027,6604.839156871459
ADRA2B,-0.24285333333333448,0.09868468003225835,2134.056205697587
ADRA2C,-0.1074099999999989,0.3750006959318745,8109.390049526786
ADRB1,-0.19851000000000063,0.0617744643192471,1335.8727909037186
ADRB2,-0.6293166666666661,0.01052487840779874,227.60049556864777
ADRB3,-0.08341666666666647,0.6438506936784069,13923.271250795548
ADRBK1,-0.35836333333333137,0.010751219224589735,232.49511573175303
ADRBK2,-0.050196666666666445,0.7668791110989295,16583.76077751435
ADRM1,-0.6270333333333333,6.065532982726614e-06,0.131167150751463
ADSL,-0.5605666666666664,0.00021404694616522317,4.628765210822951
ADSS,-0.5675766666666675,0.0043777946113359965,94.66980847014092
ADSSL1,0.47159666666666844,0.008403869940584703,181.73368746514421
ADTRP,0.020686666666668074,0.6629713755077432,14336.755995354946
AEBP1,0.14203333333333212,0.21992949560627978,4755.9753424858
AEBP2,0.05033333333333445,0.5152557416783706,11142.405413794764
AEN,-1.0581066666666672,7.119978612446344e-05,1.5396953749415219
AES,0.2943999999999978,0.0327806136906495,708.8807710602955
AF001542,0.6597333333333335,0.0227559413265845,492.0972311873898
AF008192,-0.1460066666666675,0.12299532203982076,2659.773839111124
AF038169,0.21365666666666527,0.016778917682351117,362.84409488084293
AF050080,-0.09150999999999954,0.4775229749681391,10326.434333686007
AF052121,-0.026956666666666962,0.808301861876772,17479.527763085196
AF052692,-0.6045833333333333,0.004456264687037253,96.3667238571806
AF061731,0.033963333333334234,0.5523310224082656,11944.158359578743
AF061732,-0.04560000000000031,0.7754233693564739,16768.53036233375
AF061733,-0.07968666666666557,0.22916882960958576,4955.775940307292
AF062536,-0.28589999999999804,0.01129564296107018,244.26827903314265
AF063598,0.3203266666666664,0.004014968160446409,86.82368646965358
AF073483,-0.06485333333333543,0.5000206100372602,10812.945692055751
AF075061,0.6127800000000008,0.0021397872861863222,46.27290006377922
AF083117,0.0089699999999997,0.9488890062544616,20519.72476025273
AF086186,-0.7128466666666675,0.009712777155300677,210.03880598337716
AF086445,0.1757933333333348,0.5976943799215398,12925.140965803299
